6,11,18,24
1,0,,0,0,,1.jpg,1.MP3,1st Value R1,1.png,,
2,0,,0,0,,2.jpg,2.MP3,1st Value R2,2.png,,
3,0,,0,0,,3.jpg,3.MP3,1st Value R3,3.png,,
4,0,,0,0,,4.jpg,4.MP3,1st Value R4,4.png,4.jpg,41.MP3
5,0,,0,0,,5.jpg,5.MP3,1st Value R5,5.png,,
6,0,,0,0,,6.jpg,6.MP3,1st Value R6,6.png,,
7,0,,0,0,,7.jpg,7.MP3,1st Value R7,7.png,,
8,0,,0,0,,8.jpg,8.MP3,1st Value R8,8.png,,
9,0,,0,0,,9.jpg,9.MP3,1st Value R9,9.png,,
10,0,,0,0,,10.jpg,10.MP3,1st Value R10,10.png,,
11,0,,0,0,,11.jpg,11.MP3,1st Value R11,11.png,,
12,0,,0,0,,12.jpg,12.MP3,1st Value R12,12.png,12.jpg,121.MP3
13,0,,0,0,,13.jpg,13.MP3,1st Value R13,13.png,,
14,0,,0,0,,14.jpg,14.MP3,1st Value R14,14.png,,
15,0,,0,0,,15.jpg,15.MP3,1st Value R15,15.png,,
16,0,,0,0,,16.jpg,16.MP3,1st Value R16,16.png,,
17,0,,0,0,,17.jpg,17.MP3,1st Value R17,17.png,17.jpg,171.MP3
18,0,,0,0,,18.jpg,18.MP3,1st Value R18,18.png,,
19,0,,0,0,,19.jpg,19.MP3,1st Value R19,19.png,,
20,0,,0,0,,20.jpg,20.MP3,1st Value R20,20.png,,
21,0,,0,0,,21.jpg,21.MP3,1st Value R21,21.png,,
22,0,,0,0,,22.jpg,22.MP3,1st Value R22,22.png,,
23,0,,0,0,,23.jpg,23.MP3,1st Value R23,23.png,,
24,0,,0,0,,24.jpg,24.MP3,1st Value R24,24.png,,
